cbsa,cbsatitle,metropolitanmicropolitanstatis,statename
49100,"Winona, MN",Micropolitan Statistical Area,Minnesota
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Minnesota
35020,"Natchez, MS-LA",Micropolitan Statistical Area,Mississippi
18420,"Corinth, MS",Micropolitan Statistical Area,Mississippi
32620,"McComb, MS",Micropolitan Statistical Area,Mississippi
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Mississippi
17380,"Cleveland, MS",Micropolitan Statistical Area,Mississippi
24900,"Greenwood, MS",Micropolitan Statistical Area,Mississippi
46980,"Vicksburg, MS",Micropolitan Statistical Area,Mississippi
32940,"Meridian, MS",Micropolitan Statistical Area,Mississippi
17260,"Clarksdale, MS",Micropolitan Statistical Area,Mississippi
27140,"Jackson, MS",Metropolitan Statistical Area,Mississippi
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Mississippi
25620,"Hattiesburg, MS",Metropolitan Statistical Area,Mississippi
24980,"Grenada, MS",Micropolitan Statistical Area,Mississippi
25060,"Gulfport-Biloxi-Pascagoula, MS",Metropolitan Statistical Area,Mississippi
25060,"Gulfport-Biloxi-Pascagoula, MS",Metropolitan Statistical Area,Mississippi
27140,"Jackson, MS",Metropolitan Statistical Area,Mississippi
46180,"Tupelo, MS",Micropolitan Statistical Area,Mississippi
25060,"Gulfport-Biloxi-Pascagoula, MS",Metropolitan Statistical Area,Mississippi
29860,"Laurel, MS",Micropolitan Statistical Area,Mississippi
29860,"Laurel, MS",Micropolitan Statistical Area,Mississippi
32940,"Meridian, MS",Micropolitan Statistical Area,Mississippi
37060,"Oxford, MS",Micropolitan Statistical Area,Mississippi
25620,"Hattiesburg, MS",Metropolitan Statistical Area,Mississippi
32940,"Meridian, MS",Micropolitan Statistical Area,Mississippi
46180,"Tupelo, MS",Micropolitan Statistical Area,Mississippi
24900,"Greenwood, MS",Micropolitan Statistical Area,Mississippi
15020,"Brookhaven, MS",Micropolitan Statistical Area,Mississippi
18060,"Columbus, MS",Micropolitan Statistical Area,Mississippi
27140,"Jackson, MS",Metropolitan Statistical Area,Mississippi
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Mississippi
44260,"Starkville, MS",Micropolitan Statistical Area,Mississippi
38100,"Picayune, MS",Micropolitan Statistical Area,Mississippi
25620,"Hattiesburg, MS",Metropolitan Statistical Area,Mississippi
32620,"McComb, MS",Micropolitan Statistical Area,Mississippi
46180,"Tupelo, MS",Micropolitan Statistical Area,Mississippi
27140,"Jackson, MS",Metropolitan Statistical Area,Mississippi
27140,"Jackson, MS",Metropolitan Statistical Area,Mississippi
26940,"Indianola, MS",Micropolitan Statistical Area,Mississippi
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Mississippi
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Mississippi
46980,"Vicksburg, MS",Micropolitan Statistical Area,Mississippi
24740,"Greenville, MS",Micropolitan Statistical Area,Mississippi
27140,"Jackson, MS",Metropolitan Statistical Area,Mississippi
28860,"Kirksville, MO",Micropolitan Statistical Area,Missouri
41140,"St. Joseph, MO-KS",Metropolitan Statistical Area,Missouri
33020,"Mexico, MO",Micropolitan Statistical Area,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Missouri
16020,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,Missouri
17860,"Columbia, MO",Metropolitan Statistical Area,Missouri
41140,"St. Joseph, MO-KS",Metropolitan Statistical Area,Missouri
38740,"Poplar Bluff, MO",Micropolitan Statistical Area,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Missouri
27620,"Jefferson City, MO",Metropolitan Statistical Area,Missouri
16020,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Missouri
44180,"Springfield, MO",Metropolitan Statistical Area,Missouri
22800,"Fort Madison-Keokuk, IA-IL-MO",Micropolitan Statistical Area,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Missouri
27620,"Jefferson City, MO",Metropolitan Statistical Area,Missouri
44180,"Springfield, MO",Metropolitan Statistical Area,Missouri
41140,"St. Joseph, MO-KS",Metropolitan Statistical Area,Missouri
28380,"Kennett, MO",Micropolitan Statistical Area,Missouri
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Missouri
44180,"Springfield, MO",Metropolitan Statistical Area,Missouri
48460,"West Plains, MO",Micropolitan Statistical Area,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Missouri
27900,"Joplin, MO",Metropolitan Statistical Area,Missouri
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Missouri
47660,"Warrensburg, MO",Micropolitan Statistical Area,Missouri
30060,"Lebanon, MO",Micropolitan Statistical Area,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Missouri
39500,"Quincy, IL-MO",Micropolitan Statistical Area,Missouri
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Missouri
22220,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,Missouri
25300,"Hannibal, MO",Micropolitan Statistical Area,Missouri
27620,"Jefferson City, MO",Metropolitan Statistical Area,Missouri
27900,"Joplin, MO",Metropolitan Statistical Area,Missouri
32340,"Maryville, MO",Micropolitan Statistical Area,Missouri
27620,"Jefferson City, MO",Metropolitan Statistical Area,Missouri
42740,"Sedalia, MO",Micropolitan Statistical Area,Missouri
40620,"Rolla, MO",Micropolitan Statistical Area,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Missouri
44180,"Springfield, MO",Metropolitan Statistical Area,Missouri
22780,"Fort Leonard Wood, MO",Micropolitan Statistical Area,Missouri
25300,"Hannibal, MO",Micropolitan Statistical Area,Missouri
33620,"Moberly, MO",Micropolitan Statistical Area,Missouri
28140,"Kansas City, MO-KS",Metropolitan Statistical Area,Missouri
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Missouri
22100,"Farmington, MO",Micropolitan Statistical Area,Missouri
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Missouri
32180,"Marshall, MO",Micropolitan Statistical Area,Missouri
28860,"Kirksville, MO",Micropolitan Statistical Area,Missouri
43460,"Sikeston, MO",Micropolitan Statistical Area,Missouri
14700,"Branson, MO",Micropolitan Statistical Area,Missouri
14700,"Branson, MO",Micropolitan Statistical Area,Missouri
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Missouri
44180,"Springfield, MO",Metropolitan Statistical Area,Missouri
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,Missouri
13740,"Billings, MT",Metropolitan Statistical Area,Montana
24500,"Great Falls, MT",Metropolitan Statistical Area,Montana
28060,"Kalispell, MT",Micropolitan Statistical Area,Montana
14580,"Bozeman, MT",Micropolitan Statistical Area,Montana
13740,"Billings, MT",Metropolitan Statistical Area,Montana
25740,"Helena, MT",Micropolitan Statistical Area,Montana
25740,"Helena, MT",Micropolitan Statistical Area,Montana
33540,"Missoula, MT",Metropolitan Statistical Area,Montana
15580,"Butte-Silver Bow, MT",Micropolitan Statistical Area,Montana
13740,"Billings, MT",Metropolitan Statistical Area,Montana
25580,"Hastings, NE",Micropolitan Statistical Area,Nebraska
42420,"Scottsbluff, NE",Micropolitan Statistical Area,Nebraska
28260,"Kearney, NE",Micropolitan Statistical Area,Nebraska
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Nebraska
43580,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,Nebraska
30420,"Lexington, NE",Micropolitan Statistical Area,Nebraska
43580,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,Nebraska
23340,"Fremont, NE",Micropolitan Statistical Area,Nebraska
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Nebraska
13100,"Beatrice, NE",Micropolitan Statistical Area,Nebraska
30420,"Lexington, NE",Micropolitan Statistical Area,Nebraska
24260,"Grand Island, NE",Metropolitan Statistical Area,Nebraska
24260,"Grand Island, NE",Metropolitan Statistical Area,Nebraska
24260,"Grand Island, NE",Metropolitan Statistical Area,Nebraska
28260,"Kearney, NE",Micropolitan Statistical Area,Nebraska
30700,"Lincoln, NE",Metropolitan Statistical Area,Nebraska
35820,"North Platte, NE",Micropolitan Statistical Area,Nebraska
35820,"North Platte, NE",Micropolitan Statistical Area,Nebraska
35820,"North Platte, NE",Micropolitan Statistical Area,Nebraska
35740,"Norfolk, NE",Micropolitan Statistical Area,Nebraska
24260,"Grand Island, NE",Metropolitan Statistical Area,Nebraska
35740,"Norfolk, NE",Micropolitan Statistical Area,Nebraska
18100,"Columbus, NE",Micropolitan Statistical Area,Nebraska
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Nebraska
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Nebraska
42420,"Scottsbluff, NE",Micropolitan Statistical Area,Nebraska
30700,"Lincoln, NE",Metropolitan Statistical Area,Nebraska
42420,"Scottsbluff, NE",Micropolitan Statistical Area,Nebraska
35740,"Norfolk, NE",Micropolitan Statistical Area,Nebraska
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Nebraska
21980,"Fallon, NV",Micropolitan Statistical Area,Nevada
29820,"Las Vegas-Henderson-Paradise, NV",Metropolitan Statistical Area,Nevada
23820,"Gardnerville Ranchos, NV",Micropolitan Statistical Area,Nevada
21220,"Elko, NV",Micropolitan Statistical Area,Nevada
21220,"Elko, NV",Micropolitan Statistical Area,Nevada
49080,"Winnemucca, NV",Micropolitan Statistical Area,Nevada
22280,"Fernley, NV",Micropolitan Statistical Area,Nevada
37220,"Pahrump, NV",Micropolitan Statistical Area,Nevada
39900,"Reno, NV",Metropolitan Statistical Area,Nevada
39900,"Reno, NV",Metropolitan Statistical Area,Nevada
16180,"Carson City, NV",Metropolitan Statistical Area,Nevada
29060,"Laconia, NH",Micropolitan Statistical Area,New Hampshire
28300,"Keene, NH",Micropolitan Statistical Area,New Hampshire
13620,"Berlin, NH-VT",Micropolitan Statistical Area,New Hampshire
17200,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,New Hampshire
31700,"Manchester-Nashua, NH",Metropolitan Statistical Area,New Hampshire
18180,"Concord, NH",Micropolitan Statistical Area,New Hampshire
14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,New Hampshire
14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,New Hampshire
17200,"Claremont-Lebanon, NH-VT",Micropolitan Statistical Area,New Hampshire
12100,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New Jersey
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,New Jersey
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,New Jersey
36140,"Ocean City, NJ",Metropolitan Statistical Area,New Jersey
47220,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New Jersey
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New Jersey
45940,"Trenton, NJ",Metropolitan Statistical Area,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New Jersey
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New Jersey
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New Jersey
10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,New Jersey
10740,"Albuquerque, NM",Metropolitan Statistical Area,New Mexico
40740,"Roswell, NM",Micropolitan Statistical Area,New Mexico
24380,"Grants, NM",Micropolitan Statistical Area,New Mexico
17580,"Clovis, NM",Micropolitan Statistical Area,New Mexico
29740,"Las Cruces, NM",Metropolitan Statistical Area,New Mexico
16100,"Carlsbad-Artesia, NM",Micropolitan Statistical Area,New Mexico
43500,"Silver City, NM",Micropolitan Statistical Area,New Mexico
26020,"Hobbs, NM",Micropolitan Statistical Area,New Mexico
31060,"Los Alamos, NM",Micropolitan Statistical Area,New Mexico
19700,"Deming, NM",Micropolitan Statistical Area,New Mexico
23700,"Gallup, NM",Micropolitan Statistical Area,New Mexico
10460,"Alamogordo, NM",Micropolitan Statistical Area,New Mexico
21580,"Española, NM",Micropolitan Statistical Area,New Mexico
38780,"Portales, NM",Micropolitan Statistical Area,New Mexico
10740,"Albuquerque, NM",Metropolitan Statistical Area,New Mexico
22140,"Farmington, NM",Metropolitan Statistical Area,New Mexico
29780,"Las Vegas, NM",Micropolitan Statistical Area,New Mexico
42140,"Santa Fe, NM",Metropolitan Statistical Area,New Mexico
45340,"Taos, NM",Micropolitan Statistical Area,New Mexico
10740,"Albuquerque, NM",Metropolitan Statistical Area,New Mexico
10740,"Albuquerque, NM",Metropolitan Statistical Area,New Mexico
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York
13780,"Binghamton, NY",Metropolitan Statistical Area,New York
36460,"Olean, NY",Micropolitan Statistical Area,New York
12180,"Auburn, NY",Micropolitan Statistical Area,New York
27460,"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area,New York
21300,"Elmira, NY",Metropolitan Statistical Area,New York
38460,"Plattsburgh, NY",Micropolitan Statistical Area,New York
26460,"Hudson, NY",Micropolitan Statistical Area,New York
18660,"Cortland, NY",Micropolitan Statistical Area,New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Metropolitan Statistical Area,New York
31660,"Malone, NY",Micropolitan Statistical Area,New York
24100,"Gloversville, NY",Micropolitan Statistical Area,New York
12860,"Batavia, NY",Micropolitan Statistical Area,New York
46540,"Utica-Rome, NY",Metropolitan Statistical Area,New York
48060,"Watertown-Fort Drum, NY",Metropolitan Statistical Area,New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York
40380,"Rochester, NY",Metropolitan Statistical Area,New York
45060,"Syracuse, NY",Metropolitan Statistical Area,New York
40380,"Rochester, NY",Metropolitan Statistical Area,New York
11220,"Amsterdam, NY",Micropolitan Statistical Area,New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",Metropolitan Statistical Area,New York
46540,"Utica-Rome, NY",Metropolitan Statistical Area,New York
45060,"Syracuse, NY",Metropolitan Statistical Area,New York
40380,"Rochester, NY",Metropolitan Statistical Area,New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York
40380,"Rochester, NY",Metropolitan Statistical Area,New York
45060,"Syracuse, NY",Metropolitan Statistical Area,New York
36580,"Oneonta, NY",Micropolitan Statistical Area,New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York
36300,"Ogdensburg-Massena, NY",Micropolitan Statistical Area,New York
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,New York
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,New York
10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,New York
42900,"Seneca Falls, NY",Micropolitan Statistical Area,New York
18500,"Corning, NY",Micropolitan Statistical Area,New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York
13780,"Binghamton, NY",Metropolitan Statistical Area,New York
27060,"Ithaca, NY",Metropolitan Statistical Area,New York
28740,"Kingston, NY",Metropolitan Statistical Area,New York
24020,"Glens Falls, NY",Metropolitan Statistical Area,New York
24020,"Glens Falls, NY",Metropolitan Statistical Area,New York
40380,"Rochester, NY",Metropolitan Statistical Area,New York
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York
40380,"Rochester, NY",Metropolitan Statistical Area,New York
15500,"Burlington, NC",Metropolitan Statistical Area,North Carolina
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,North Carolina
47820,"Washington, NC",Micropolitan Statistical Area,North Carolina
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,North Carolina
11700,"Asheville, NC",Metropolitan Statistical Area,North Carolina
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,North Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,North Carolina
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,North Carolina
21020,"Elizabeth City, NC",Micropolitan Statistical Area,North Carolina
33980,"Morehead City, NC",Micropolitan Statistical Area,North Carolina
25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,North Carolina
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,North Carolina
43140,"Shelby, NC",Micropolitan Statistical Area,North Carolina
35100,"New Bern, NC",Metropolitan Statistical Area,North Carolina
22180,"Fayetteville, NC",Metropolitan Statistical Area,North Carolina
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,North Carolina
28620,"Kill Devil Hills, NC",Micropolitan Statistical Area,North Carolina
49180,"Winston-Salem, NC",Metropolitan Statistical Area,North Carolina
49180,"Winston-Salem, NC",Metropolitan Statistical Area,North Carolina
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,North Carolina
40580,"Rocky Mount, NC",Metropolitan Statistical Area,North Carolina
49180,"Winston-Salem, NC",Metropolitan Statistical Area,North Carolina
39580,"Raleigh, NC",Metropolitan Statistical Area,North Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,North Carolina
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,North Carolina
37080,"Oxford, NC",Micropolitan Statistical Area,North Carolina
24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,North Carolina
40260,"Roanoke Rapids, NC",Micropolitan Statistical Area,North Carolina
20380,"Dunn, NC",Micropolitan Statistical Area,North Carolina
11700,"Asheville, NC",Metropolitan Statistical Area,North Carolina
11700,"Asheville, NC",Metropolitan Statistical Area,North Carolina
22180,"Fayetteville, NC",Metropolitan Statistical Area,North Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,North Carolina
19000,"Cullowhee, NC",Micropolitan Statistical Area,North Carolina
39580,"Raleigh, NC",Metropolitan Statistical Area,North Carolina
35100,"New Bern, NC",Metropolitan Statistical Area,North Carolina
41820,"Sanford, NC",Micropolitan Statistical Area,North Carolina
28820,"Kinston, NC",Micropolitan Statistical Area,North Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,North Carolina
32000,"Marion, NC",Micropolitan Statistical Area,North Carolina
11700,"Asheville, NC",Metropolitan Statistical Area,North Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,North Carolina
38240,"Pinehurst-Southern Pines, NC",Micropolitan Statistical Area,North Carolina
40580,"Rocky Mount, NC",Metropolitan Statistical Area,North Carolina
48900,"Wilmington, NC",Metropolitan Statistical Area,North Carolina
40260,"Roanoke Rapids, NC",Micropolitan Statistical Area,North Carolina
27340,"Jacksonville, NC",Metropolitan Statistical Area,North Carolina
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,North Carolina
35100,"New Bern, NC",Metropolitan Statistical Area,North Carolina
21020,"Elizabeth City, NC",Micropolitan Statistical Area,North Carolina
48900,"Wilmington, NC",Metropolitan Statistical Area,North Carolina
21020,"Elizabeth City, NC",Micropolitan Statistical Area,North Carolina
20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,North Carolina
24780,"Greenville, NC",Metropolitan Statistical Area,North Carolina
24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,North Carolina
40460,"Rockingham, NC",Micropolitan Statistical Area,North Carolina
31300,"Lumberton, NC",Micropolitan Statistical Area,North Carolina
24660,"Greensboro-High Point, NC",Metropolitan Statistical Area,North Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,North Carolina
22580,"Forest City, NC",Micropolitan Statistical Area,North Carolina
29900,"Laurinburg, NC",Micropolitan Statistical Area,North Carolina
10620,"Albemarle, NC",Micropolitan Statistical Area,North Carolina
49180,"Winston-Salem, NC",Metropolitan Statistical Area,North Carolina
34340,"Mount Airy, NC",Micropolitan Statistical Area,North Carolina
14820,"Brevard, NC",Micropolitan Statistical Area,North Carolina
28620,"Kill Devil Hills, NC",Micropolitan Statistical Area,North Carolina
16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,North Carolina
25780,"Henderson, NC",Micropolitan Statistical Area,North Carolina
39580,"Raleigh, NC",Metropolitan Statistical Area,North Carolina
14380,"Boone, NC",Micropolitan Statistical Area,North Carolina
24140,"Goldsboro, NC",Metropolitan Statistical Area,North Carolina
35900,"North Wilkesboro, NC",Micropolitan Statistical Area,North Carolina
48980,"Wilson, NC",Micropolitan Statistical Area,North Carolina
49180,"Winston-Salem, NC",Metropolitan Statistical Area,North Carolina
13900,"Bismarck, ND",Metropolitan Statistical Area,North Dakota
22020,"Fargo, ND-MN",Metropolitan Statistical Area,North Dakota
24220,"Grand Forks, ND-MN",Metropolitan Statistical Area,North Dakota
33500,"Minot, ND",Micropolitan Statistical Area,North Dakota
13900,"Bismarck, ND",Metropolitan Statistical Area,North Dakota
13900,"Bismarck, ND",Metropolitan Statistical Area,North Dakota
33500,"Minot, ND",Micropolitan Statistical Area,North Dakota
47420,"Wahpeton, ND-MN",Micropolitan Statistical Area,North Dakota
13900,"Bismarck, ND",Metropolitan Statistical Area,North Dakota
19860,"Dickinson, ND",Micropolitan Statistical Area,North Dakota
27420,"Jamestown, ND",Micropolitan Statistical Area,North Dakota
33500,"Minot, ND",Micropolitan Statistical Area,North Dakota
48780,"Williston, ND",Micropolitan Statistical Area,North Dakota
30620,"Lima, OH",Metropolitan Statistical Area,Ohio
11740,"Ashland, OH",Micropolitan Statistical Area,Ohio
11780,"Ashtabula, OH",Micropolitan Statistical Area,Ohio
11900,"Athens, OH",Micropolitan Statistical Area,Ohio
47540,"Wapakoneta, OH",Micropolitan Statistical Area,Ohio
48540,"Wheeling, WV-OH",Metropolitan Statistical Area,Ohio
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Ohio
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Ohio
15940,"Canton-Massillon, OH",Metropolitan Statistical Area,Ohio
46500,"Urbana, OH",Micropolitan Statistical Area,Ohio
44220,"Springfield, OH",Metropolitan Statistical Area,Ohio
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Ohio
48940,"Wilmington, OH",Micropolitan Statistical Area,Ohio
41400,"Salem, OH",Micropolitan Statistical Area,Ohio
18740,"Coshocton, OH",Micropolitan Statistical Area,Ohio
15340,"Bucyrus, OH",Micropolitan Statistical Area,Ohio
17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Ohio
24820,"Greenville, OH",Micropolitan Statistical Area,Ohio
19580,"Defiance, OH",Micropolitan Statistical Area,Ohio
18140,"Columbus, OH",Metropolitan Statistical Area,Ohio
41780,"Sandusky, OH",Micropolitan Statistical Area,Ohio
18140,"Columbus, OH",Metropolitan Statistical Area,Ohio
47920,"Washington Court House, OH",Micropolitan Statistical Area,Ohio
18140,"Columbus, OH",Metropolitan Statistical Area,Ohio
45780,"Toledo, OH",Metropolitan Statistical Area,Ohio
38580,"Point Pleasant, WV-OH",Micropolitan Statistical Area,Ohio
17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Ohio
19380,"Dayton, OH",Metropolitan Statistical Area,Ohio
15740,"Cambridge, OH",Micropolitan Statistical Area,Ohio
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Ohio
22300,"Findlay, OH",Micropolitan Statistical Area,Ohio
18140,"Columbus, OH",Metropolitan Statistical Area,Ohio
35940,"Norwalk, OH",Micropolitan Statistical Area,Ohio
27160,"Jackson, OH",Micropolitan Statistical Area,Ohio
48260,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,Ohio
34540,"Mount Vernon, OH",Micropolitan Statistical Area,Ohio
17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Ohio
26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Ohio
18140,"Columbus, OH",Metropolitan Statistical Area,Ohio
13340,"Bellefontaine, OH",Micropolitan Statistical Area,Ohio
17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Ohio
45780,"Toledo, OH",Metropolitan Statistical Area,Ohio
18140,"Columbus, OH",Metropolitan Statistical Area,Ohio
49660,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,Ohio
32020,"Marion, OH",Micropolitan Statistical Area,Ohio
17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Ohio
16380,"Celina, OH",Micropolitan Statistical Area,Ohio
19380,"Dayton, OH",Metropolitan Statistical Area,Ohio
19380,"Dayton, OH",Metropolitan Statistical Area,Ohio
18140,"Columbus, OH",Metropolitan Statistical Area,Ohio
49780,"Zanesville, OH",Micropolitan Statistical Area,Ohio
38840,"Port Clinton, OH",Micropolitan Statistical Area,Ohio
18140,"Columbus, OH",Metropolitan Statistical Area,Ohio
18140,"Columbus, OH",Metropolitan Statistical Area,Ohio
10420,"Akron, OH",Metropolitan Statistical Area,Ohio
31900,"Mansfield, OH",Metropolitan Statistical Area,Ohio
17060,"Chillicothe, OH",Micropolitan Statistical Area,Ohio
23380,"Fremont, OH",Micropolitan Statistical Area,Ohio
39020,"Portsmouth, OH",Micropolitan Statistical Area,Ohio
45660,"Tiffin, OH",Micropolitan Statistical Area,Ohio
43380,"Sidney, OH",Micropolitan Statistical Area,Ohio
15940,"Canton-Massillon, OH",Metropolitan Statistical Area,Ohio
10420,"Akron, OH",Metropolitan Statistical Area,Ohio
49660,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,Ohio
35420,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,Ohio
18140,"Columbus, OH",Metropolitan Statistical Area,Ohio
46780,"Van Wert, OH",Micropolitan Statistical Area,Ohio
17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Ohio
